img_path,crop_path,class
meta/al/exemplar_crops/crops/barrier/4db70dcbf2cb435eabc335dcc53b8208.jpg,meta/al/exemplar_crops/crops/barrier/4db70dcbf2cb435eabc335dcc53b8208.jpg,barrier
meta/al/exemplar_crops/crops/barrier/d49d8a51b2fa41af9c0d642c27127b31.jpg,meta/al/exemplar_crops/crops/barrier/d49d8a51b2fa41af9c0d642c27127b31.jpg,barrier
meta/al/exemplar_crops/crops/barrier/4c653f8f032c4391bf2a00cbb793f533.jpg,meta/al/exemplar_crops/crops/barrier/4c653f8f032c4391bf2a00cbb793f533.jpg,barrier
meta/al/exemplar_crops/crops/barrier/bcf4304116f84a79a16d00cede2dddf5.jpg,meta/al/exemplar_crops/crops/barrier/bcf4304116f84a79a16d00cede2dddf5.jpg,barrier
meta/al/exemplar_crops/crops/barrier/227137572b1742bfab882fd7e099c69e.jpg,meta/al/exemplar_crops/crops/barrier/227137572b1742bfab882fd7e099c69e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/fc12add23a944bba85c42e7d4518ec4f.jpg,meta/al/exemplar_crops/crops/barrier/fc12add23a944bba85c42e7d4518ec4f.jpg,barrier
meta/al/exemplar_crops/crops/barrier/7d8ee7273c4e4ba593ffd9e5febfc1bb.jpg,meta/al/exemplar_crops/crops/barrier/7d8ee7273c4e4ba593ffd9e5febfc1bb.jpg,barrier
meta/al/exemplar_crops/crops/barrier/3e6099410a954a5aa6fc293fd4279ace.jpg,meta/al/exemplar_crops/crops/barrier/3e6099410a954a5aa6fc293fd4279ace.jpg,barrier
meta/al/exemplar_crops/crops/barrier/dfd8f6df272949e7a12703c1720c980f.jpg,meta/al/exemplar_crops/crops/barrier/dfd8f6df272949e7a12703c1720c980f.jpg,barrier
meta/al/exemplar_crops/crops/barrier/788c7de9cc0e49eeb2ba7ab0631386f1.jpg,meta/al/exemplar_crops/crops/barrier/788c7de9cc0e49eeb2ba7ab0631386f1.jpg,barrier
meta/al/exemplar_crops/crops/barrier/2df0d097750443aea09b5d8d15811835.jpg,meta/al/exemplar_crops/crops/barrier/2df0d097750443aea09b5d8d15811835.jpg,barrier
meta/al/exemplar_crops/crops/barrier/b3e9f016b089439fb522c3ae229c7b06.jpg,meta/al/exemplar_crops/crops/barrier/b3e9f016b089439fb522c3ae229c7b06.jpg,barrier
meta/al/exemplar_crops/crops/barrier/6bf3183a82584346864c134d71a16824.jpg,meta/al/exemplar_crops/crops/barrier/6bf3183a82584346864c134d71a16824.jpg,barrier
meta/al/exemplar_crops/crops/barrier/fc3ed98a0a7b40bcb9aa1fb1bc46bd6e.jpg,meta/al/exemplar_crops/crops/barrier/fc3ed98a0a7b40bcb9aa1fb1bc46bd6e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/a71ad09f02cf4f298ce34472fcd7687a.jpg,meta/al/exemplar_crops/crops/barrier/a71ad09f02cf4f298ce34472fcd7687a.jpg,barrier
meta/al/exemplar_crops/crops/barrier/23971d67ac274c02871a1ae17d28903f.jpg,meta/al/exemplar_crops/crops/barrier/23971d67ac274c02871a1ae17d28903f.jpg,barrier
meta/al/exemplar_crops/crops/barrier/d9ceb629747d453abf63f02a1fe5db3d.jpg,meta/al/exemplar_crops/crops/barrier/d9ceb629747d453abf63f02a1fe5db3d.jpg,barrier
meta/al/exemplar_crops/crops/barrier/534e5b5c2d9f49888f68e9698cc83032.jpg,meta/al/exemplar_crops/crops/barrier/534e5b5c2d9f49888f68e9698cc83032.jpg,barrier
meta/al/exemplar_crops/crops/barrier/e3b062a71a8b455584eccc946a15d92b.jpg,meta/al/exemplar_crops/crops/barrier/e3b062a71a8b455584eccc946a15d92b.jpg,barrier
meta/al/exemplar_crops/crops/barrier/689cd58b330348cf842ecdb3304dbbbb.jpg,meta/al/exemplar_crops/crops/barrier/689cd58b330348cf842ecdb3304dbbbb.jpg,barrier
meta/al/exemplar_crops/crops/barrier/fbbd9461aacf4b2fa4942daaa306950d.jpg,meta/al/exemplar_crops/crops/barrier/fbbd9461aacf4b2fa4942daaa306950d.jpg,barrier
meta/al/exemplar_crops/crops/barrier/5fee067b04d24da1a771b0b66bcaee7f.jpg,meta/al/exemplar_crops/crops/barrier/5fee067b04d24da1a771b0b66bcaee7f.jpg,barrier
meta/al/exemplar_crops/crops/barrier/2a9e68df68ac4b29ad5db485421146bd.jpg,meta/al/exemplar_crops/crops/barrier/2a9e68df68ac4b29ad5db485421146bd.jpg,barrier
meta/al/exemplar_crops/crops/barrier/6909ab44e9fc4e89bb6fa13b828ca64e.jpg,meta/al/exemplar_crops/crops/barrier/6909ab44e9fc4e89bb6fa13b828ca64e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/a340eac5bc48418a89827c386d842fa8.jpg,meta/al/exemplar_crops/crops/barrier/a340eac5bc48418a89827c386d842fa8.jpg,barrier
meta/al/exemplar_crops/crops/barrier/25da2c2d476c42918d8c8748a25a3a58.jpg,meta/al/exemplar_crops/crops/barrier/25da2c2d476c42918d8c8748a25a3a58.jpg,barrier
meta/al/exemplar_crops/crops/barrier/1e94e9fe966f4e86b1c0c29378208a5e.jpg,meta/al/exemplar_crops/crops/barrier/1e94e9fe966f4e86b1c0c29378208a5e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/fe71e9b1487049f78056c60f2840594e.jpg,meta/al/exemplar_crops/crops/barrier/fe71e9b1487049f78056c60f2840594e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/f4a57d6750864192a21f31118ae9b6f6.jpg,meta/al/exemplar_crops/crops/barrier/f4a57d6750864192a21f31118ae9b6f6.jpg,barrier
meta/al/exemplar_crops/crops/barrier/c87df3b3576f4a179b8bc5010a3e26d2.jpg,meta/al/exemplar_crops/crops/barrier/c87df3b3576f4a179b8bc5010a3e26d2.jpg,barrier
meta/al/exemplar_crops/crops/barrier/4d1872883fcd43c2bad3631377d09e94.jpg,meta/al/exemplar_crops/crops/barrier/4d1872883fcd43c2bad3631377d09e94.jpg,barrier
meta/al/exemplar_crops/crops/barrier/47aa92425f7d45a7910b0f24df2169b7.jpg,meta/al/exemplar_crops/crops/barrier/47aa92425f7d45a7910b0f24df2169b7.jpg,barrier
meta/al/exemplar_crops/crops/barrier/925e7e23f0d7494fb829313a128becca.jpg,meta/al/exemplar_crops/crops/barrier/925e7e23f0d7494fb829313a128becca.jpg,barrier
meta/al/exemplar_crops/crops/barrier/9876cf6edf394149a1e87e9d44341c5d.jpg,meta/al/exemplar_crops/crops/barrier/9876cf6edf394149a1e87e9d44341c5d.jpg,barrier
meta/al/exemplar_crops/crops/barrier/fce5ceec93744e1ea13a02f6976c1c3b.jpg,meta/al/exemplar_crops/crops/barrier/fce5ceec93744e1ea13a02f6976c1c3b.jpg,barrier
meta/al/exemplar_crops/crops/barrier/588ace0ae67945df8a005d2f115717f4.jpg,meta/al/exemplar_crops/crops/barrier/588ace0ae67945df8a005d2f115717f4.jpg,barrier
meta/al/exemplar_crops/crops/barrier/09b88a45516a4920be4034b3d4575516.jpg,meta/al/exemplar_crops/crops/barrier/09b88a45516a4920be4034b3d4575516.jpg,barrier
meta/al/exemplar_crops/crops/barrier/ce3fc63435474ecf8279c18ed816f1be.jpg,meta/al/exemplar_crops/crops/barrier/ce3fc63435474ecf8279c18ed816f1be.jpg,barrier
meta/al/exemplar_crops/crops/barrier/ac7b36a061fc40d3894ba5bb04f93e20.jpg,meta/al/exemplar_crops/crops/barrier/ac7b36a061fc40d3894ba5bb04f93e20.jpg,barrier
meta/al/exemplar_crops/crops/barrier/f2cf52a9eae044da94880b81a9a55128.jpg,meta/al/exemplar_crops/crops/barrier/f2cf52a9eae044da94880b81a9a55128.jpg,barrier
meta/al/exemplar_crops/crops/barrier/c54fd26a49d94d85a73d4e2c53190305.jpg,meta/al/exemplar_crops/crops/barrier/c54fd26a49d94d85a73d4e2c53190305.jpg,barrier
meta/al/exemplar_crops/crops/barrier/c040750ed2e74dfaab3758b719abfdb5.jpg,meta/al/exemplar_crops/crops/barrier/c040750ed2e74dfaab3758b719abfdb5.jpg,barrier
meta/al/exemplar_crops/crops/barrier/e14881ffbc804d3baf625c8370aa8d84.jpg,meta/al/exemplar_crops/crops/barrier/e14881ffbc804d3baf625c8370aa8d84.jpg,barrier
meta/al/exemplar_crops/crops/barrier/be5a2279f4ae434c943e0faf034ee801.jpg,meta/al/exemplar_crops/crops/barrier/be5a2279f4ae434c943e0faf034ee801.jpg,barrier
meta/al/exemplar_crops/crops/barrier/38352e3b5d7547c8864c779538a0223a.jpg,meta/al/exemplar_crops/crops/barrier/38352e3b5d7547c8864c779538a0223a.jpg,barrier
meta/al/exemplar_crops/crops/barrier/7d434c00a48d4064b1998a8c21e254c2.jpg,meta/al/exemplar_crops/crops/barrier/7d434c00a48d4064b1998a8c21e254c2.jpg,barrier
meta/al/exemplar_crops/crops/barrier/4bd74e85b6c44eb49485ad53fe09340e.jpg,meta/al/exemplar_crops/crops/barrier/4bd74e85b6c44eb49485ad53fe09340e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/54af169e10c4499eb1944fb9f5c2de25.jpg,meta/al/exemplar_crops/crops/barrier/54af169e10c4499eb1944fb9f5c2de25.jpg,barrier
meta/al/exemplar_crops/crops/barrier/0092c3c12fa648bb8fc50142be6b38f1.jpg,meta/al/exemplar_crops/crops/barrier/0092c3c12fa648bb8fc50142be6b38f1.jpg,barrier
meta/al/exemplar_crops/crops/barrier/819f719a180440398706eb684431c819.jpg,meta/al/exemplar_crops/crops/barrier/819f719a180440398706eb684431c819.jpg,barrier
meta/al/exemplar_crops/crops/barrier/8026f1e22d8e40c5832d3d701b335b17.jpg,meta/al/exemplar_crops/crops/barrier/8026f1e22d8e40c5832d3d701b335b17.jpg,barrier
meta/al/exemplar_crops/crops/barrier/4dbcb5b239d8472cbb701b6e10b55835.jpg,meta/al/exemplar_crops/crops/barrier/4dbcb5b239d8472cbb701b6e10b55835.jpg,barrier
meta/al/exemplar_crops/crops/barrier/8216e436f4dd4dbd8582deebc8121072.jpg,meta/al/exemplar_crops/crops/barrier/8216e436f4dd4dbd8582deebc8121072.jpg,barrier
meta/al/exemplar_crops/crops/barrier/88828671aa9a4482964e3375df703c3b.jpg,meta/al/exemplar_crops/crops/barrier/88828671aa9a4482964e3375df703c3b.jpg,barrier
meta/al/exemplar_crops/crops/barrier/f29987946b7943788d93f2ec6b385192.jpg,meta/al/exemplar_crops/crops/barrier/f29987946b7943788d93f2ec6b385192.jpg,barrier
meta/al/exemplar_crops/crops/barrier/5d4d1cb4cce94858b3621f348fab60c2.jpg,meta/al/exemplar_crops/crops/barrier/5d4d1cb4cce94858b3621f348fab60c2.jpg,barrier
meta/al/exemplar_crops/crops/barrier/fcc6600d77fd49d0a0a56928bb61b0f8.jpg,meta/al/exemplar_crops/crops/barrier/fcc6600d77fd49d0a0a56928bb61b0f8.jpg,barrier
meta/al/exemplar_crops/crops/barrier/5195a3a71e7541a2bb6eb99a9a0fddef.jpg,meta/al/exemplar_crops/crops/barrier/5195a3a71e7541a2bb6eb99a9a0fddef.jpg,barrier
meta/al/exemplar_crops/crops/barrier/9b633a9644774808a772667ca224befe.jpg,meta/al/exemplar_crops/crops/barrier/9b633a9644774808a772667ca224befe.jpg,barrier
meta/al/exemplar_crops/crops/barrier/1b92df26b226453c9603c0753d2f0e79.jpg,meta/al/exemplar_crops/crops/barrier/1b92df26b226453c9603c0753d2f0e79.jpg,barrier
meta/al/exemplar_crops/crops/barrier/099b632b1b254bc2a6923b43e7207989.jpg,meta/al/exemplar_crops/crops/barrier/099b632b1b254bc2a6923b43e7207989.jpg,barrier
meta/al/exemplar_crops/crops/barrier/ae1f6d256db5471ab429a3750c2b60dd.jpg,meta/al/exemplar_crops/crops/barrier/ae1f6d256db5471ab429a3750c2b60dd.jpg,barrier
meta/al/exemplar_crops/crops/barrier/7417868814934045985405e7f20ccfa9.jpg,meta/al/exemplar_crops/crops/barrier/7417868814934045985405e7f20ccfa9.jpg,barrier
meta/al/exemplar_crops/crops/barrier/07d6683bd8e541c0946e16c18b5430b8.jpg,meta/al/exemplar_crops/crops/barrier/07d6683bd8e541c0946e16c18b5430b8.jpg,barrier
meta/al/exemplar_crops/crops/barrier/c3f10f27bf784b2c83ff97b6161dd0ec.jpg,meta/al/exemplar_crops/crops/barrier/c3f10f27bf784b2c83ff97b6161dd0ec.jpg,barrier
meta/al/exemplar_crops/crops/barrier/ee94edefb5b546ae968a179ae5693567.jpg,meta/al/exemplar_crops/crops/barrier/ee94edefb5b546ae968a179ae5693567.jpg,barrier
meta/al/exemplar_crops/crops/barrier/db93c7a2c42c48b8a47d8e8faa93e616.jpg,meta/al/exemplar_crops/crops/barrier/db93c7a2c42c48b8a47d8e8faa93e616.jpg,barrier
meta/al/exemplar_crops/crops/barrier/020c614fff1f4938bcb770a2601b55b5.jpg,meta/al/exemplar_crops/crops/barrier/020c614fff1f4938bcb770a2601b55b5.jpg,barrier
meta/al/exemplar_crops/crops/barrier/7b21785021bb4101a8b667c5985dc60a.jpg,meta/al/exemplar_crops/crops/barrier/7b21785021bb4101a8b667c5985dc60a.jpg,barrier
meta/al/exemplar_crops/crops/barrier/d6d2928ceb0d4460aa3bb6e3594a05cc.jpg,meta/al/exemplar_crops/crops/barrier/d6d2928ceb0d4460aa3bb6e3594a05cc.jpg,barrier
meta/al/exemplar_crops/crops/barrier/6ccb82ea098149c0a31cc8ebfc7e4014.jpg,meta/al/exemplar_crops/crops/barrier/6ccb82ea098149c0a31cc8ebfc7e4014.jpg,barrier
meta/al/exemplar_crops/crops/barrier/a8d955efa452400dbb0192180b6837e6.jpg,meta/al/exemplar_crops/crops/barrier/a8d955efa452400dbb0192180b6837e6.jpg,barrier
meta/al/exemplar_crops/crops/barrier/290907c5621946fe9adfabf8c8b40233.jpg,meta/al/exemplar_crops/crops/barrier/290907c5621946fe9adfabf8c8b40233.jpg,barrier
meta/al/exemplar_crops/crops/barrier/ea5ad8193f1e40fdac0ba2321648193b.jpg,meta/al/exemplar_crops/crops/barrier/ea5ad8193f1e40fdac0ba2321648193b.jpg,barrier
meta/al/exemplar_crops/crops/barrier/4fecd8ebad9a4d2fb96d5fca7a4d5bff.jpg,meta/al/exemplar_crops/crops/barrier/4fecd8ebad9a4d2fb96d5fca7a4d5bff.jpg,barrier
meta/al/exemplar_crops/crops/barrier/f78dc9403e2240e9be1e2524542f4fb3.jpg,meta/al/exemplar_crops/crops/barrier/f78dc9403e2240e9be1e2524542f4fb3.jpg,barrier
meta/al/exemplar_crops/crops/barrier/0345f9a9c5b941ddb9074fd767889c00.jpg,meta/al/exemplar_crops/crops/barrier/0345f9a9c5b941ddb9074fd767889c00.jpg,barrier
meta/al/exemplar_crops/crops/barrier/ff72aa70093f41ac90ef84364a834437.jpg,meta/al/exemplar_crops/crops/barrier/ff72aa70093f41ac90ef84364a834437.jpg,barrier
meta/al/exemplar_crops/crops/barrier/53cc8c400ab74b5e88b0b1ad7501afb3.jpg,meta/al/exemplar_crops/crops/barrier/53cc8c400ab74b5e88b0b1ad7501afb3.jpg,barrier
meta/al/exemplar_crops/crops/barrier/bb27b855fb3a48579459c25c0b2ae4c8.jpg,meta/al/exemplar_crops/crops/barrier/bb27b855fb3a48579459c25c0b2ae4c8.jpg,barrier
meta/al/exemplar_crops/crops/barrier/bfcecd9657224a4a99d5185f2ec0221e.jpg,meta/al/exemplar_crops/crops/barrier/bfcecd9657224a4a99d5185f2ec0221e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/067972888783478bb1017c50d833a228.jpg,meta/al/exemplar_crops/crops/barrier/067972888783478bb1017c50d833a228.jpg,barrier
meta/al/exemplar_crops/crops/barrier/9cb9e784976b4a5094f78a607f0d38fd.jpg,meta/al/exemplar_crops/crops/barrier/9cb9e784976b4a5094f78a607f0d38fd.jpg,barrier
meta/al/exemplar_crops/crops/barrier/d3db4b99eb564c538241c622e172c356.jpg,meta/al/exemplar_crops/crops/barrier/d3db4b99eb564c538241c622e172c356.jpg,barrier
meta/al/exemplar_crops/crops/barrier/38bc1c585c994d7db9fcd484b348bfef.jpg,meta/al/exemplar_crops/crops/barrier/38bc1c585c994d7db9fcd484b348bfef.jpg,barrier
meta/al/exemplar_crops/crops/barrier/0c76d12b8572451da48d08e5aa5d5344.jpg,meta/al/exemplar_crops/crops/barrier/0c76d12b8572451da48d08e5aa5d5344.jpg,barrier
meta/al/exemplar_crops/crops/barrier/acf41758bba848babea889432c8a5098.jpg,meta/al/exemplar_crops/crops/barrier/acf41758bba848babea889432c8a5098.jpg,barrier
meta/al/exemplar_crops/crops/barrier/7c221d8846a448aa95a75cb30f806d41.jpg,meta/al/exemplar_crops/crops/barrier/7c221d8846a448aa95a75cb30f806d41.jpg,barrier
meta/al/exemplar_crops/crops/barrier/0e308834edf64198b6b517a57fdf7aa7.jpg,meta/al/exemplar_crops/crops/barrier/0e308834edf64198b6b517a57fdf7aa7.jpg,barrier
meta/al/exemplar_crops/crops/barrier/78b2de2b7080445790a57024c31b6322.jpg,meta/al/exemplar_crops/crops/barrier/78b2de2b7080445790a57024c31b6322.jpg,barrier
meta/al/exemplar_crops/crops/barrier/2590b10c6aec4d18ba06b167882ef362.jpg,meta/al/exemplar_crops/crops/barrier/2590b10c6aec4d18ba06b167882ef362.jpg,barrier
meta/al/exemplar_crops/crops/barrier/f4696bed34e44d258fac139c0aa530f7.jpg,meta/al/exemplar_crops/crops/barrier/f4696bed34e44d258fac139c0aa530f7.jpg,barrier
meta/al/exemplar_crops/crops/barrier/5a6bf7cf89b745b48cdb5e842e8ace71.jpg,meta/al/exemplar_crops/crops/barrier/5a6bf7cf89b745b48cdb5e842e8ace71.jpg,barrier
meta/al/exemplar_crops/crops/barrier/f747cdca66d44a47af78c2f728eb32ee.jpg,meta/al/exemplar_crops/crops/barrier/f747cdca66d44a47af78c2f728eb32ee.jpg,barrier
meta/al/exemplar_crops/crops/barrier/e64dfeb2e62847e5b416ff8c6df646d6.jpg,meta/al/exemplar_crops/crops/barrier/e64dfeb2e62847e5b416ff8c6df646d6.jpg,barrier
meta/al/exemplar_crops/crops/barrier/1939ee9f54964f79be6f18ab9c0f88d7.jpg,meta/al/exemplar_crops/crops/barrier/1939ee9f54964f79be6f18ab9c0f88d7.jpg,barrier
meta/al/exemplar_crops/crops/barrier/00c88c28df6f4b17975f3b5eeff7445e.jpg,meta/al/exemplar_crops/crops/barrier/00c88c28df6f4b17975f3b5eeff7445e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/8d1cd7130a2f48b286f04d44fa8f8ecc.jpg,meta/al/exemplar_crops/crops/barrier/8d1cd7130a2f48b286f04d44fa8f8ecc.jpg,barrier
meta/al/exemplar_crops/crops/barrier/cdd702375329416682cb51ea3a579b0d.jpg,meta/al/exemplar_crops/crops/barrier/cdd702375329416682cb51ea3a579b0d.jpg,barrier
meta/al/exemplar_crops/crops/barrier/9c1c72975c7c454982c3da9fb886d01e.jpg,meta/al/exemplar_crops/crops/barrier/9c1c72975c7c454982c3da9fb886d01e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/3a6dd56c3a1041f3ad44751cf44ab01c.jpg,meta/al/exemplar_crops/crops/barrier/3a6dd56c3a1041f3ad44751cf44ab01c.jpg,barrier
meta/al/exemplar_crops/crops/barrier/6a2e450941964c6ab65406368eb17e6e.jpg,meta/al/exemplar_crops/crops/barrier/6a2e450941964c6ab65406368eb17e6e.jpg,barrier
meta/al/exemplar_crops/crops/barrier/2896b02e416c48d08ae4b0e13cd2a13a.jpg,meta/al/exemplar_crops/crops/barrier/2896b02e416c48d08ae4b0e13cd2a13a.jpg,barrier
meta/al/exemplar_crops/crops/barrier/e51eca9787d84461ba38f2ad9ebb5814.jpg,meta/al/exemplar_crops/crops/barrier/e51eca9787d84461ba38f2ad9ebb5814.jpg,barrier
meta/al/exemplar_crops/crops/barrier/3afc61cf9fcd46ac8cdb0af8913f5513.jpg,meta/al/exemplar_crops/crops/barrier/3afc61cf9fcd46ac8cdb0af8913f5513.jpg,barrier
meta/al/exemplar_crops/crops/barrier/6220638aa1854da5ad93a0ee4c4fea54.jpg,meta/al/exemplar_crops/crops/barrier/6220638aa1854da5ad93a0ee4c4fea54.jpg,barrier
meta/al/exemplar_crops/crops/barrier/c9d057191e7d42549b999d44eee82353.jpg,meta/al/exemplar_crops/crops/barrier/c9d057191e7d42549b999d44eee82353.jpg,barrier
meta/al/exemplar_crops/crops/barrier/5911cfe464134b4bae46ac5f077d6d8b.jpg,meta/al/exemplar_crops/crops/barrier/5911cfe464134b4bae46ac5f077d6d8b.jpg,barrier
meta/al/exemplar_crops/crops/barrier/97730285dda54e2d915473b2b470bfcc.jpg,meta/al/exemplar_crops/crops/barrier/97730285dda54e2d915473b2b470bfcc.jpg,barrier
meta/al/exemplar_crops/crops/barrier/77a6d693136e4ddea04f892827a06ffd.jpg,meta/al/exemplar_crops/crops/barrier/77a6d693136e4ddea04f892827a06ffd.jpg,barrier
meta/al/exemplar_crops/crops/barrier/91cfaa9dc5544f5d98e1b32421a406a8.jpg,meta/al/exemplar_crops/crops/barrier/91cfaa9dc5544f5d98e1b32421a406a8.jpg,barrier
meta/al/exemplar_crops/crops/barrier/3cc7b40deaa342899d1f059666ea1193.jpg,meta/al/exemplar_crops/crops/barrier/3cc7b40deaa342899d1f059666ea1193.jpg,barrier
meta/al/exemplar_crops/crops/barrier/b19aa9da29f7489b9401c3038a78647f.jpg,meta/al/exemplar_crops/crops/barrier/b19aa9da29f7489b9401c3038a78647f.jpg,barrier
meta/al/exemplar_crops/crops/barrier/abf07f0d17fa43feb1949adcd8d778ba.jpg,meta/al/exemplar_crops/crops/barrier/abf07f0d17fa43feb1949adcd8d778ba.jpg,barrier
meta/al/exemplar_crops/crops/barrier/a18163b6524a4038880b8eb333a40bf1.jpg,meta/al/exemplar_crops/crops/barrier/a18163b6524a4038880b8eb333a40bf1.jpg,barrier
meta/al/exemplar_crops/crops/barrier/4a68d854330d4749b78ecdbf6aa31635.jpg,meta/al/exemplar_crops/crops/barrier/4a68d854330d4749b78ecdbf6aa31635.jpg,barrier
meta/al/exemplar_crops/crops/barrier/db4bb482c99745d58f487984c4c8ce34.jpg,meta/al/exemplar_crops/crops/barrier/db4bb482c99745d58f487984c4c8ce34.jpg,barrier
meta/al/exemplar_crops/crops/barrier/6292d5f2d7f8456bbd3828361f442729.jpg,meta/al/exemplar_crops/crops/barrier/6292d5f2d7f8456bbd3828361f442729.jpg,barrier
meta/al/exemplar_crops/crops/barrier/6f3c7c43736c484cbf74d5af5af3c105.jpg,meta/al/exemplar_crops/crops/barrier/6f3c7c43736c484cbf74d5af5af3c105.jpg,barrier
meta/al/exemplar_crops/crops/barrier/62692bd493ff4ad588126fb58e7c89d1.jpg,meta/al/exemplar_crops/crops/barrier/62692bd493ff4ad588126fb58e7c89d1.jpg,barrier
meta/al/exemplar_crops/crops/barrier/e17b4c0d4d2d473cb008d0d79f8038ba.jpg,meta/al/exemplar_crops/crops/barrier/e17b4c0d4d2d473cb008d0d79f8038ba.jpg,barrier
meta/al/exemplar_crops/crops/barrier/5da92fa95ea0443d9a1f21977b65d645.jpg,meta/al/exemplar_crops/crops/barrier/5da92fa95ea0443d9a1f21977b65d645.jpg,barrier
meta/al/exemplar_crops/crops/barrier/1b33ea3a10aa423daf6f1261845372da.jpg,meta/al/exemplar_crops/crops/barrier/1b33ea3a10aa423daf6f1261845372da.jpg,barrier
meta/al/exemplar_crops/crops/barrier/53631d5eea7d4b5e9575f3584ea01923.jpg,meta/al/exemplar_crops/crops/barrier/53631d5eea7d4b5e9575f3584ea01923.jpg,barrier
meta/al/exemplar_crops/crops/barrier/381262279423485a817f0f93b205800c.jpg,meta/al/exemplar_crops/crops/barrier/381262279423485a817f0f93b205800c.jpg,barrier
meta/al/exemplar_crops/crops/barrier/ba7590f16f95428c85d71ba4a876450d.jpg,meta/al/exemplar_crops/crops/barrier/ba7590f16f95428c85d71ba4a876450d.jpg,barrier
meta/al/exemplar_crops/crops/barrier/83b71462dfc94c699846652e8bc4d227.jpg,meta/al/exemplar_crops/crops/barrier/83b71462dfc94c699846652e8bc4d227.jpg,barrier
meta/al/exemplar_crops/crops/barrier/d91ff617bb9247499f8dd0081fc9da0d.jpg,meta/al/exemplar_crops/crops/barrier/d91ff617bb9247499f8dd0081fc9da0d.jpg,barrier
meta/al/exemplar_crops/crops/barrier/3446005375d34e59a9d31bc475d754af.jpg,meta/al/exemplar_crops/crops/barrier/3446005375d34e59a9d31bc475d754af.jpg,barrier
meta/al/exemplar_crops/crops/barrier/541881b82fab42f8abd8c851e0f507c4.jpg,meta/al/exemplar_crops/crops/barrier/541881b82fab42f8abd8c851e0f507c4.jpg,barrier
