split,version,camera,img_path,W,H,image_id,sd_token,class_10,class_id,x0,y0,x1,y1,area,tightened,_w,_h,_area,_size_bucket
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,877,442,943,488,3036.0,0,66,46,3036,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,pedestrian,5,1557,437,1599,512,3150.0,0,42,75,3150,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,306,419,322,439,320.0,0,16,20,320,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,car,0,996,431,1103,468,3959.0,0,107,37,3959,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,1017,448,1118,497,4949.0,0,101,49,4949,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,153,415,164,431,176.0,0,11,16,176,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,111,411,124,426,195.0,0,13,15,195,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,traffic_cone,8,1345,426,1370,472,1150.0,0,25,46,1150,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,170,416,180,430,140.0,0,10,14,140,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,558,431,592,462,1054.0,0,34,31,1054,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,710,436,761,476,2040.0,0,51,40,2040,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,400,423,426,450,702.0,0,26,27,702,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,666,434,714,471,1776.0,0,48,37,1776,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,178,418,188,432,140.0,0,10,14,140,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,759,440,817,479,2262.0,0,58,39,2262,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,241,417,252,434,187.0,0,11,17,187,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,592,433,632,467,1360.0,0,40,34,1360,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,424,425,447,448,529.0,0,23,23,529,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,270,419,287,436,289.0,0,17,17,289,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,358,422,376,444,396.0,0,18,22,396,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,286,420,303,438,306.0,0,17,18,306,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,628,433,669,468,1435.0,0,41,35,1435,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,92,412,104,425,156.0,0,12,13,156,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,car,0,749,418,859,459,4510.0,0,110,41,4510,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,197,417,208,432,165.0,0,11,15,165,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,814,441,878,484,2752.0,0,64,43,2752,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,469,428,497,455,756.0,0,28,27,756,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,255,418,268,436,234.0,0,13,18,234,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,135,414,146,428,154.0,0,11,14,154,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,445,425,471,455,780.0,0,26,30,780,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,321,420,340,439,361.0,0,19,19,361,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,187,418,198,432,154.0,0,11,14,154,S
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,525,430,562,461,1147.0,0,37,31,1147,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n003-2018-01-08-11-30-34+0800__CAM_FRONT_LEFT__1515382427054255.jpg,1600,900,391,01609174b8504cc9a757f6ac54a4c6a7,barrier,9,494,430,529,455,875.0,0,35,25,875,S
train,v1.0-train,CAM_BACK_RIGHT,data/nuimages/samples/CAM_BACK_RIGHT/n009-2018-05-08-15-52-41-0400__CAM_BACK_RIGHT__1525809655999189.jpg,1600,900,409,0170108800594d0f9fc011ca0f2ad46d,trailer,3,1422,382,1499,448,5082.0,0,77,66,5082,M
train,v1.0-train,CAM_BACK_RIGHT,data/nuimages/samples/CAM_BACK_RIGHT/n009-2018-05-08-15-52-41-0400__CAM_BACK_RIGHT__1525809655999189.jpg,1600,900,409,0170108800594d0f9fc011ca0f2ad46d,trailer,3,815,372,1005,440,12920.0,0,190,68,12920,L
train,v1.0-train,CAM_BACK_RIGHT,data/nuimages/samples/CAM_BACK_RIGHT/n009-2018-05-08-15-52-41-0400__CAM_BACK_RIGHT__1525809655999189.jpg,1600,900,409,0170108800594d0f9fc011ca0f2ad46d,trailer,3,1178,380,1324,438,8468.0,0,146,58,8468,M
train,v1.0-train,CAM_BACK_RIGHT,data/nuimages/samples/CAM_BACK_RIGHT/n009-2018-05-08-15-52-41-0400__CAM_BACK_RIGHT__1525809655999189.jpg,1600,900,409,0170108800594d0f9fc011ca0f2ad46d,trailer,3,1200,380,1376,441,10736.0,0,176,61,10736,L
train,v1.0-train,CAM_BACK_RIGHT,data/nuimages/samples/CAM_BACK_RIGHT/n009-2018-05-08-15-52-41-0400__CAM_BACK_RIGHT__1525809655999189.jpg,1600,900,409,0170108800594d0f9fc011ca0f2ad46d,trailer,3,956,364,1191,447,19505.0,0,235,83,19505,L
train,v1.0-train,CAM_BACK_RIGHT,data/nuimages/samples/CAM_BACK_RIGHT/n009-2018-05-08-15-52-41-0400__CAM_BACK_RIGHT__1525809655999189.jpg,1600,900,409,0170108800594d0f9fc011ca0f2ad46d,trailer,3,476,375,583,471,10272.0,0,107,96,10272,L
train,v1.0-train,CAM_BACK_RIGHT,data/nuimages/samples/CAM_BACK_RIGHT/n009-2018-05-08-15-52-41-0400__CAM_BACK_RIGHT__1525809655999189.jpg,1600,900,409,0170108800594d0f9fc011ca0f2ad46d,trailer,3,1476,375,1599,449,9102.0,0,123,74,9102,M
train,v1.0-train,CAM_BACK_RIGHT,data/nuimages/samples/CAM_BACK_RIGHT/n009-2018-05-08-15-52-41-0400__CAM_BACK_RIGHT__1525809655999189.jpg,1600,900,409,0170108800594d0f9fc011ca0f2ad46d,trailer,3,1120,379,1271,441,9362.0,0,151,62,9362,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,pedestrian,5,247,414,267,477,1260.0,0,20,63,1260,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,car,0,583,467,758,565,17150.0,0,175,98,17150,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,car,0,964,471,1096,565,12408.0,0,132,94,12408,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,car,0,134,470,452,608,43884.0,0,318,138,43884,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,motorcycle,6,0,629,416,899,112320.0,0,416,270,112320,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,motorcycle,6,33,626,641,899,165984.0,0,608,273,165984,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,motorcycle,6,479,521,882,773,101556.0,0,403,252,101556,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,car,0,284,458,680,650,76032.0,0,396,192,76032,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,car,0,0,463,229,586,28167.0,0,229,123,28167,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,car,0,569,470,911,660,64980.0,0,342,190,64980,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,motorcycle,6,475,562,831,810,88288.0,0,356,248,88288,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,pedestrian,5,522,411,542,479,1360.0,0,20,68,1360,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,car,0,1141,474,1262,568,11374.0,0,121,94,11374,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,pedestrian,5,1179,394,1213,479,2890.0,0,34,85,2890,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,motorcycle,6,1377,562,1599,889,72594.0,0,222,327,72594,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,pedestrian,5,1285,3,1306,76,1533.0,0,21,73,1533,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,motorcycle,6,345,549,829,861,151008.0,0,484,312,151008,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,motorcycle,6,1466,721,1599,899,23674.0,0,133,178,23674,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,car,0,1280,434,1599,697,83897.0,0,319,263,83897,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-11-14-07-42+0800__CAM_BACK_LEFT__1531289276897423.jpg,1600,900,591,02242f3282f0447999792f443257d6d7,car,0,0,479,306,766,87822.0,0,306,287,87822,L
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,pedestrian,5,1376,428,1437,562,8174.0,0,61,134,8174,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,1260,463,1350,503,3600.0,0,90,40,3600,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,1010,468,1106,495,2592.0,0,96,27,2592,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,motorcycle,6,309,509,350,534,1025.0,0,41,25,1025,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,truck,1,546,470,600,492,1188.0,0,54,22,1188,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,truck,1,594,415,696,523,11016.0,0,102,108,11016,L
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,truck,1,773,454,800,479,675.0,0,27,25,675,S
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,truck,1,1083,464,1208,503,4875.0,0,125,39,4875,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,1494,445,1538,460,660.0,0,44,15,660,S
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,784,465,817,495,990.0,0,33,30,990,S
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,513,476,592,526,3950.0,0,79,50,3950,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,truck,1,1361,424,1459,458,3332.0,0,98,34,3332,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,truck,1,679,443,768,528,7565.0,0,89,85,7565,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,motorcycle,6,325,495,373,528,1584.0,0,48,33,1584,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,motorcycle,6,1213,471,1262,514,2107.0,0,49,43,2107,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,814,466,834,483,340.0,0,20,17,340,S
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,1468,458,1557,496,3382.0,0,89,38,3382,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,874,466,909,481,525.0,0,35,15,525,S
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,1301,461,1444,512,7293.0,0,143,51,7293,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,car,0,1461,454,1599,511,7866.0,0,138,57,7866,M
train,v1.0-train,CAM_FRONT,data/nuimages/samples/CAM_FRONT/n008-2018-09-12-10-24-40-0400__CAM_FRONT__1536762331612404.jpg,1600,900,594,0228ce6927e845409d4aaf359153f979,truck,1,1260,457,1352,491,3128.0,0,92,34,3128,M
